frontend_archivo,linea,metodo,url,endpoint_existe,schema_ok,estado,auditado
frontend/src/pages/developer/CitasPolicies.js,330,GET,{var}/api/dev/projects/list-with-stats,,,,
frontend/src/pages/developer/CitasPolicies.js,331,GET,{var}/api/dev/internal-users,,,,
frontend/src/pages/developer/CitasPolicies.js,341,GET,{var}/api/oauth/connections,,,,
frontend/src/pages/developer/CitasPolicies.js,358,GET,{var}/api/oauth/advisor-pool,,,,
frontend/src/pages/developer/DesarrolladorCRM.js,119,PATCH,{var}/api/leads/{var},,,,
frontend/src/pages/developer/DesarrolladorConfiguracion.js,86,POST,{var}/api/dev/erp-webhooks/{var}/event,,,,
frontend/src/pages/developer/DesarrolladorDashboard.js,43,GET,{var}/api/panel/weekly-brief,,,,
frontend/src/pages/developer/DesarrolladorDisputas.js,415,GET,{var}/api/dev/disputes/pending,,,,
frontend/src/pages/developer/DesarrolladorDisputas.js,416,GET,{var}/api/dev/disputes/history?limit=200,,,,
frontend/src/pages/developer/DesarrolladorDisputas.js,441,POST,{var}/api/dev/disputes/{var}/resolve,,,,
frontend/src/pages/developer/DesarrolladorLegajo.js,70,GET,{var}/api/developments/{var},,,,
frontend/src/pages/developer/DesarrolladorLegajo.js,265,POST,{var}/api/desarrollador/developments/{var}/assets/regenerate-plano-thumbnails,,,,
frontend/src/pages/developer/DesarrolladorLegajo.js,311,GET,{var}/api/developments/{var}/assets,,,,
frontend/src/pages/developer/DesarrolladorRedComercial.js,226,GET,{var}/api/dev/whitelist/pending,,,,
frontend/src/pages/developer/DesarrolladorRedComercial.js,227,GET,{var}/api/dev/disputes/pending,,,,
frontend/src/pages/developer/NuevoProyecto.js,96,GET,{var}/api/colonias-search?q={var},,,,
frontend/src/pages/developer/ProyectoDetail.js,737,GET,{var}/api/tour-3dgs/scans?project_slug={var}&limit=100,,,,
frontend/src/pages/developer/ProyectoDetail.js,748,GET,{var}/api/developments/{var}/units,,,,
frontend/src/pages/developer/ProyectoDetail.js,757,DELETE,{var}/api/tour-3dgs/scans/{var},,,,
frontend/src/pages/portal/NotificationsSettings.js,62,GET,{var}/api/notifications/preferences,,,,
frontend/src/pages/portal/NotificationsSettings.js,70,GET,{var}/api/asesor/digest/prefs,,,,
frontend/src/pages/portal/NotificationsSettings.js,87,PATCH,{var}/api/asesor/digest/prefs,,,,
frontend/src/pages/portal/NotificationsSettings.js,146,PUT,{var}/api/notifications/preferences,,,,
frontend/src/pages/portal/asesor/CanalesPage.js,60,GET,{var}/api/asesor/channels,,,,
frontend/src/pages/portal/asesor/CanalesPage.js,69,POST,{var}/api/asesor/channels/{var}/connect-request,,,,
frontend/src/pages/portal/tools/TaxProjectorPage.js,794,GET,{var}/api/colonias-search?q={var}&limit=20,,,,
frontend/src/pages/portal/tools/TaxProjectorPage.js,855,GET,{var}/api/zona/{var}/inversion,,,,
frontend/src/pages/public/AlcaldiaPage.js,154,GET,{var}/api/public/landing/alcaldia/{var},,,,
frontend/src/pages/public/AsistentePage.js,69,GET,{var}/api/asistente/sessions/{var},,,,
frontend/src/pages/public/AtlaxExperiencia.js,57,GET,{var}/api/buyer/experiencia-fotos/{var}?visitor_id={var},,,,
frontend/src/pages/public/AtlaxExperiencia.js,60,GET,{var}/api/buyer/experiencia-parallax/{var}?visitor_id={var},,,,
frontend/src/pages/public/AtlaxSurface.js,90,POST,{var}/api/perfil/registrar-busqueda,,,,
frontend/src/pages/public/AtlaxSurface.js,107,POST,{var}/api/atlax/blocks,,,,
frontend/src/pages/public/BrokerPortal.js,55,POST,{var}/api/auth/login,,,,
frontend/src/pages/public/BrokerPortal.js,76,POST,{var}/api/auth/signup-broker,,,,
frontend/src/pages/public/ConfianzaPage.js,35,GET,{var}/api/accuracy/per-zone,,,,
frontend/src/pages/public/Embed3DGSPage.js,23,GET,{var}/api/tour-3dgs/scans?unit_id={var}&status=ready&limit=1,,,,
frontend/src/pages/public/Embed3DGSPage.js,34,GET,{var}/api/tour-3dgs/settings/{var},,,,
frontend/src/pages/public/Embed3DGSPage.js,59,POST,{var}/api/tour-3dgs/embed/loaded,,,,
frontend/src/pages/public/FreeAudit.js,60,POST,{var}/api/free-audit/upload-floor-plan,,,,
frontend/src/pages/public/FreeAudit.js,95,POST,{var}/api/free-audit/submit,,,,
frontend/src/pages/public/IntentLandingPage.js,154,GET,{var}/api/public/landing/intent/{var},,,,
frontend/src/pages/public/PrensaPage.js,119,GET,{var}/api/public/press/stats,,,,
frontend/src/pages/public/PublicBookingPage.js,105,GET,{var}/api/public/projects/{var}/booking,,,,
frontend/src/pages/public/PublicBookingPage.js,143,POST,{var}/api/public/projects/{var}/availability,,,,
frontend/src/pages/public/PublicBookingPage.js,171,POST,{var}/api/public/projects/{var}/book,,,,
frontend/src/pages/public/SeoThemedLanding.js,54,GET,{var}/api/seo-themed/{var},,,,
frontend/src/pages/public/StateOfCDMX.js,20,GET,{var}/api/state-of-cdmx,,,,
frontend/src/pages/public/ZonePageV2.js,760,GET,{var}/api/zona/place-photo?ref={var}&w=600,,,,
frontend/src/pages/public/connect/MCPTutorial.js,40,POST,{var}/api/mcp/track-adoption,,,,
frontend/src/pages/public/widgets/RiskWidgetPage.js,25,GET,{var}/api/widgets/risk/{var},,,,
frontend/src/pages/public/widgets/ScoreWidgetPage.js,35,GET,{var}/api/widgets/score/{var},,,,
frontend/src/pages/superadmin/DataSourcesPage.js,95,GET,{var}/api/dev/inegi/cache-stats,,,,
frontend/src/pages/superadmin/DataSourcesPage.js,106,POST,{var}/api/dev/inegi/demographics/refresh?colonia=Polanco&state_code=09,,,,
frontend/src/pages/superadmin/DesarrollosPanorama.js,100,GET,{var}/api/superadmin/devmaster/home{var},,,,
frontend/src/pages/superadmin/DesarrollosPanorama.js,104,GET,{var}/api/superadmin/devmaster/brief{var},,,,
frontend/src/pages/superadmin/DocumentsPage.js,17,GET,{var}/api/developments,,,,
frontend/src/pages/superadmin/DocumentsPage.js,22,GET,{var}/api/superadmin/documents,,,,
frontend/src/pages/superadmin/DocumentsPage.js,36,GET,{var}/api/superadmin/cross-checks/stats/global,,,,
frontend/src/pages/superadmin/SuperadminDashboard.js,207,GET,{var}/api/developments?limit=30,,,,
frontend/src/pages/superadmin/SuperadminDashboard.js,212,GET,{var}/api/superadmin/developments/{var}/units-history?limit=10,,,,
frontend/src/pages/superadmin/SuperadminFSDAccuracy.js,45,GET,{var}/api/fsd/accuracy?days={var},,,,
frontend/src/pages/superadmin/SuperadminInvites.js,52,GET,{var}/api/superadmin/invites?{var},,,,
frontend/src/pages/superadmin/SuperadminInvites.js,63,GET,{var}/api/superadmin/waitlist?page=1&limit=200,,,,
frontend/src/pages/superadmin/SuperadminInvites.js,81,POST,{var}/api/superadmin/invites/{var}/revoke,,,,
frontend/src/pages/superadmin/SuperadminInvites.js,342,POST,{var}/api/superadmin/invites/generate,,,,
frontend/src/pages/superadmin/SuperadminLandingLeads.js,459,GET,{var}/api/superadmin/phase-y/settings-overview,,,,
frontend/src/pages/superadmin/SuperadminObservabilityPage.js,32,GET,{var}/api/_internal/observability/status,,,,
frontend/src/pages/superadmin/SuperadminObservabilityPage.js,43,POST,{var}/api/_internal/test-sentry,,,,
frontend/src/pages/superadmin/SuperadminVerticalProducts.js,53,GET,{var}/api/superadmin/api-keys,,,,
frontend/src/pages/superadmin/SuperadminVerticalProducts.js,118,POST,{var}/api/v1/verticals/{var},,,,
frontend/src/pages/superadmin/SuperadminVirtualStaging.js,40,GET,{var}/api/virtual-staging/admin/stats,,,,
frontend/src/templates/landings/BoutiqueTemplate.js,196,POST,{var}/api/studio/property-intake/public/{var}/lead,,,,
frontend/src/templates/landings/CompareTemplate.js,209,POST,{var}/api/studio/property-intake/public/{var}/lead,,,,
frontend/src/templates/landings/FamilyTemplate.js,252,POST,{var}/api/studio/property-intake/public/{var}/lead,,,,
frontend/src/templates/landings/FirstHomeTemplate.js,229,POST,{var}/api/studio/property-intake/public/{var}/lead,,,,
frontend/src/templates/landings/InvestorTemplate.js,367,POST,{var}/api/studio/property-intake/public/{var}/lead,,,,
frontend/src/templates/landings/LuxuryTemplate.js,223,POST,{var}/api/studio/property-intake/public/{var}/lead,,,,
frontend/src/templates/landings/ScrollytellingTemplate.js,105,POST,{var}/api/studio/property-intake/public/{var}/lead,,,,
frontend/src/templates/landings/SocialProofTemplate.js,208,POST,{var}/api/studio/property-intake/public/{var}/lead,,,,
frontend/src/templates/landings/UrgentTemplate.js,231,POST,{var}/api/studio/property-intake/public/{var}/lead,,,,
frontend/src/templates/landings/VideoFirstTemplate.js,177,POST,{var}/api/studio/property-intake/public/{var}/lead,,,,
frontend/src/utils/behavioralTracker.js,32,POST,{var}/api/track,,,,
